Site_id,1G.01,1G.02,1G.03,1G.04,1G.05,1G.06,1G.07,1G.08,1G.09,1G.10,1G.11,1G.12,1G.13,1G.14,1G.15,1N.01,1N.02,1N.03,1N.04,1N.05,1N.06,1N.07,1N.08,1N.09,1N.10,1N.11,1N.12,1N.13,1N.14,1T.01,1T.02,1T.03,1T.04,1T.05,1T.06,1T.07,1T.08,1T.09,1T.10,1T.11,1T.12,1T.13,1T.14,1T.15,1T.16,1T.17,1T.18,1T.19,1T.20,1T.21,1T.22,1T.23,1T.24,1T.25,1T.26,1T.27,1T.28,1T.29,1T.30,1T.31,1T.32,1T.33,1T.34,1T.35,1T.36,1T.37,1T.38,1T.39,1T.40,1T.41,1T.42,1T.43,1T.44,2G.01,2G.02,2G.03,2G.04,2G.05,2G.07,2G.08,2G.09,2G.10,2G.11,2G.12,2G.13,2G.14,2G.15,2N.01,2N.02,2N.03,2N.04,2N.05,2N.06,2N.07,2N.08,2N.09,2N.10,2N.11,2N.12,2N.13,2N.14,2T.01,2T.02,2T.03,2T.04,2T.05,2T.06,2T.07,2T.08,2T.09,2T.10,2T.11,2T.12,2T.13,2T.14,2T.15,2T.16,2T.17,2T.18,2T.19,2T.20,2T.21,2T.22,2T.23,2T.24,2T.25,2T.26,2T.27,2T.28,2T.30,2T.31,2T.32,2T.33,2T.34,2T.35,2T.36,2T.37,2T.38,2T.39,2T.41,2T.42,2T.44,3G.01,3G.02,3G.03,3G.04,3G.05,3G.06,3G.07,3G.08,3G.09,3G.10,3G.11,3G.12,3G.13,3G.14,3G.15,3N.01,3N.02,3N.03,3N.04,3N.05,3N.06,3N.07,3N.08,3N.09,3N.10,3N.11,3N.12,3N.13,3N.14,3T.01,3T.02,3T.03,3T.04,3T.05,3T.06,3T.07,3T.08,3T.09,3T.10,3T.11,3T.12,3T.13,3T.14,3T.15,3T.16,3T.17,3T.18,3T.19,3T.20,3T.21,3T.22,3T.23,3T.24,3T.25,3T.26,3T.27,3T.28,3T.29,3T.30,3T.31,3T.32,3T.33,3T.34,3T.35,3T.36,3T.37,3T.38,3T.39,3T.40,3T.41,3T.42,3T.43,3T.44
Dietzia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinghuibacter,0,0,0,0,0,0,169.038,0,0,0,0,0,0,233.919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.996,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.983,0,0,0,0,1.513,0,0,0,0,0,0,0,0,0,52.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.88,0,0,15.932,0,0,0,0,0,0,0,0,0,0,33.397,0,0,0,0,0,0,0,0,0,3.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.756,0,0,0,0,0,0,0,0,14.491,0,0,0,0,0,0,0.271,0,0
Dongia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duganella,0,0,0,0,0,0,0,9.074,25.856,15.498,32.186,3.675,162.752,0,36.138,136.447,142.82,0,0,98.117,51.343,11.551,9.944,9.242,41.733,56.743,7.583,8.249,32.168,74.247,93.477,15.178,14.989,25.246,4.218,0,0,31.163,5.8,0,0.143,3.741,0,0,0,49.541,0.553,0,0,0,0,0.768,6.165,0,0,0,3.619,25.495,0,21.044,0,0,0,0,0,0.748,25.124,0.904,5.221,0,0,13.203,1.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358.216,0,67.629,0,0,0,0,20.31,0,0,0,0,0,4.586,0,0,0,0,2.548,0,0,16.604,0,0,0,4.669,8.923,0,6.516,0,0,9.229,0,0,4.898,0,0,0,0,0,0,18.621,0,0,0,0,0,0,0,0.265,0,0,0,18.286,0,26.451,0,0,27.756,3.485,73.124,13.12,0,34.895,13.201,43.28,0,4.491,4.73,11.963,0,15.561,6.04,13.428,111.271,0,5.808
Dyadobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.82,0,0,4.117,0,0,0,0,13.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124,0,108.221,0,0,19.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,0,0,0,0,1.491,0,0,0,0,2.04,0,0,0,0
Dysgonomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elstera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emticicia,0.024,0,0,0,13.082,2.181,0,5.074,21.856,20.498,34.186,0,9.752,0,11.138,0,2.82,0.893,0,1.117,0,26.551,0,0,0,0,0,0,0,69.247,0,0,3.989,0,8.218,2.67,1.996,0,19.8,13.023,36.143,19.741,58.236,0,10.694,3.541,21.553,0,32.587,0,24.94,1.768,16.165,23.095,16.908,7.105,11.619,0.495,9.231,0.044,0,1.168,0.476,10.385,29.171,0,0,24.904,12.221,17.943,68.983,46.203,6.436,0,0,0,21.692,0,0,0,0,0,0,0,0.123,0,0,0,0,0,6.179,0,0,0,0,0,0.028,0,0,0,0,104.088,0,2.329,0,0,0,0,0,2.734,0.4,0,72.031,0,119.696,11.278,0,0,923.392,0,0.819,12.005,1687.779,0,0,10.317,0,26.554,16.131,11.44,0,26.92,7.333,0,62.777,51.66,375.177,18.985,120.216,2.843,17.629,6.88,0,5.959,9.932,35.31,3.36,8.785,0.055,24.069,0,10.586,0,3.753,0,0,2.548,1.576,0,78.604,65.164,0,13.694,15.669,16.923,0,0,9.866,72.925,62.229,54.025,69.449,22.898,36.065,13.556,0,174.146,0,14.219,0,12.496,0,171.739,1.832,458.35,131.476,77.848,0,31.037,0,19.065,0,1368.092,25.451,50.253,143.472,7.756,24.485,26.124,21.12,12.338,38.895,27.201,26.28,25.302,16.491,46.73,109.963,89.156,3.561,5.04,2.428,0,0,0
Enhydrobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erysipelothrix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Euglenaria_anabaena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exiguobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.343,102.551,16.944,0,0,0,1.583,0,0,0,0,45.178,0,0,0,0,0,0,2.8,0,0,0,131.236,0,0.694,47.541,0,0,15.587,0,3.94,4.768,41.165,0,0,0,0,0,0,0,0,0,29.476,0,0,0,0,0,0,157.943,0,34.203,0,0,0,0.513,8.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.777,0,0,0,0,0,6.629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.576,0,0,0,0,0,0,0,0,0,0,0,0,0,1280.449,0,70.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429.561,0,0,0,0,0
Facklamia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faecalibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.989,0,0,0,0,0,0,0,81.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fastidiosipila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ferruginibacter,0,0,9.753,0,1.082,6.181,0,0,0,4.498,0,8.675,14.752,0,23.138,17.447,71.82,56.893,0,30.117,44.343,31.551,1.944,7.242,22.733,9.743,32.583,41.249,54.168,28.247,0,0,0,0,0,1.67,12.996,0,0.8,14.023,24.143,114.741,76.236,0,80.694,37.541,64.553,44.41,31.587,28.431,50.94,0,33.165,114.095,93.908,109.105,85.619,163.495,92.231,43.044,0,29.168,42.476,87.385,68.171,37.748,121.124,82.904,192.221,30.943,88.983,163.203,104.436,0,0,1.513,0,0,0,0,0,0,0,0,0,0,0,0,0,2.788,0,0,0,0,0,0,0,0,0,0,11.032,0,0,0,0,0,0,0,0,0,0,0,3.031,0,0,32.278,1.246,0,0,0,2.819,0,0,0,0,6.317,0,30.554,0,33.44,0,2.92,7.333,0,17.777,39.66,0,0,152.216,1.843,0,195.88,0,0,20.932,3.31,0,53.785,0,0,0,0,0,0,0,0,0.548,54.576,0,3.604,44.164,0,1.694,2.669,0,0,0,0,47.925,43.229,5.025,0,0,0,0,0,0,0,0,0,0,4.148,0,0,28.35,46.476,25.848,0,0,0,5.065,0.286,6.092,3.451,0,34.472,54.756,115.485,10.124,66.12,39.338,119.895,37.201,32.28,28.302,43.491,102.73,72.963,55.156,21.561,7.04,15.428,4.271,0,64.808
Fibrella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.756,0,76.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flavihumibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flavitalea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flavobacterium,1305.024,748.118,47.753,282.86,3432.082,113.181,128.038,1235.074,5232.856,402.498,817.186,440.675,323.752,82.919,136.138,224.447,342.82,121.893,82.34,148.117,2520.343,1107.551,88.944,369.242,170.733,125.743,114.583,146.249,173.168,28056.247,10003.477,776.178,5912.989,515.246,199.218,240.67,839.996,64.163,122.8,634.023,200.143,403.741,65.236,0,295.694,132.541,114.553,835.41,173.587,193.431,101.94,28.768,672.165,116.095,378.908,115.105,440.619,257.495,273.231,276.044,0,253.168,161.476,294.385,292.171,105.748,309.124,151.904,620.221,100.943,294.983,251.203,292.436,5021.393,468.848,119.513,71.692,4463.498,7.661,200.164,1200.929,28.2,2514.428,0,80.123,60.504,45.808,3609.001,6187.061,53.788,0,326.445,346.796,552.72,27.254,9.784,57.028,24.318,9.412,172.899,32.032,2136.088,2084.181,1937.329,4238.608,2361.021,22.748,4079.241,207.298,135.734,106.4,5469.872,57.031,37.84,1.696,58.278,5.246,2765.192,41.392,11966.952,65.819,2007.005,39.779,7.64,22.227,22.317,9581.655,70.554,40.131,75.44,7980.808,67.92,96.333,25.589,317.777,76.66,19.177,70.985,846.216,46.843,166.629,441.88,952.504,90.959,190.932,328.31,1808.36,109.785,330.055,550.069,1714.713,35.586,64.767,248.753,79.698,24.397,30.548,250.576,303.963,147.604,171.164,195.188,160.694,95.669,183.923,108.546,46.516,112.866,104.925,90.229,60.025,166.449,2124.898,444.065,803.556,122.448,22.146,213.777,53.219,77.621,85.496,194.148,183.739,109.832,134.35,174.476,157.848,186.265,98.037,278.676,299.065,119.286,173.092,112.451,132.253,70.472,170.756,173.485,52.124,61.12,113.338,394.895,165.201,163.28,134.302,102.491,207.73,130.963,174.156,107.561,134.04,91.428,591.271,63.794,121.808
Flectobacillus,0,4.118,0,0,0,0,0,0,198.856,30.498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.246,1.218,0.67,0,0,0,0,51.143,0,0,0,18.694,0,0,4.41,56.587,13.431,16.94,0,194.165,0,1.908,0,32.619,33.495,57.231,0,0.899,0,2.476,0,0,0,0.124,0,0,7.943,0,0,19.436,0,0,0,23.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.748,0,67.298,0,1.4,0,0,0,0,16.278,0,0,4872.392,0,0,0,0,0,0,0,0,0,4.131,14.44,0,5.92,0,4.589,0,0,662.177,0,296.216,0,0,0,0,115.959,0,22.31,0,0,6.055,0,0,0,0,0,0,0,0,13.576,0,0,7.164,6.188,26.694,42.669,20.923,0,0,34.866,35.925,23.229,94.025,0,0,0,0,0,16.146,0,0.219,33.621,24.496,0,33.739,13.832,18.35,8.476,36.848,0,0,1.676,26.065,0,0,57.451,154.253,0,0.756,0,0,31.12,0,24.895,4.201,28.28,49.302,2.491,0,96.963,0,42.561,14.04,4.428,0,0,0
Fluviicoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fluviicola,37.024,136.118,6.753,183.86,125.082,80.181,170.038,60.074,567.856,14.498,0.186,215.675,4.752,84.919,11.138,21.447,26.82,26.893,14.34,16.117,756.343,283.551,0.944,9.242,1.733,11.743,10.583,5.249,48.168,3317.247,3249.477,64.178,366.989,45.246,45.218,15.67,385.996,3.163,42.8,92.023,163.143,114.741,5.236,0,73.694,23.541,34.553,119.41,60.587,41.431,14.94,17.768,165.165,57.095,91.908,25.105,47.619,38.495,66.231,55.044,1.899,32.168,20.476,39.385,48.171,26.748,53.124,26.904,28.221,5.943,82.983,11.203,12.436,1471.393,6.848,8.513,48.692,898.498,0,12.164,1778.929,2.2,2.428,0,21.123,32.504,8.808,1023.001,343.061,23.788,7.179,482.445,2166.796,2206.72,0.254,0,24.028,19.318,22.412,121.899,12.032,373.088,770.181,417.329,838.608,1945.021,22.748,2934.241,9.298,6.734,44.4,2378.872,0,12.84,0,37.278,0.246,657.192,0,3327.952,8.819,248.005,0,7.64,0,5.317,885.655,14.554,31.131,21.44,27.808,12.92,0,1.589,0,4.66,0,0,234.216,3.843,103.629,53.88,67.504,37.959,118.932,96.31,423.36,17.785,93.055,139.069,463.713,9.586,2.767,456.753,27.698,102.397,10.548,101.576,402.963,122.604,46.164,135.188,51.694,34.669,81.923,66.546,20.516,83.866,49.925,58.229,33.025,6.449,511.898,0.065,283.556,47.448,0,45.777,78.219,70.621,229.496,76.148,28.739,35.832,0,29.476,67.848,32.265,0,31.676,156.065,27.286,45.092,91.451,42.253,63.472,52.756,137.485,66.124,57.12,86.338,116.895,74.201,79.28,42.302,21.491,103.73,90.963,63.156,48.561,61.04,15.428,92.271,101.794,33.808
Fluviimonas,0,5.118,0,0,7.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375.777,0,0,0,0,0,0,3.88,0,0,0,0,0,0,0,51.069,0,0,0,0,0,0,3.548,0,0,26.604,1.164,0,13.694,17.669,7.923,0,0,0.866,159.925,87.229,2.025,0,0,8.065,0,0,14.146,0,0,0,0,0,74.739,0,260.35,25.476,85.848,0,0,0,0,0,24.092,0,0,0,9.756,15.485,0,0,0,33.895,0,0,0,9.491,0,0,0,0.561,0,1.428,0,0,0
