Site_id,1G.01,1G.02,1G.03,1G.04,1G.05,1G.06,1G.07,1G.08,1G.09,1G.10,1G.11,1G.12,1G.13,1G.14,1G.15,1N.01,1N.02,1N.03,1N.04,1N.05,1N.06,1N.07,1N.08,1N.09,1N.10,1N.11,1N.12,1N.13,1N.14,1T.01,1T.02,1T.03,1T.04,1T.05,1T.06,1T.07,1T.08,1T.09,1T.10,1T.11,1T.12,1T.13,1T.14,1T.15,1T.16,1T.17,1T.18,1T.19,1T.20,1T.21,1T.22,1T.23,1T.24,1T.25,1T.26,1T.27,1T.28,1T.29,1T.30,1T.31,1T.32,1T.33,1T.34,1T.35,1T.36,1T.37,1T.38,1T.39,1T.40,1T.41,1T.42,1T.43,1T.44,2G.01,2G.02,2G.03,2G.04,2G.05,2G.07,2G.08,2G.09,2G.10,2G.11,2G.12,2G.13,2G.14,2G.15,2N.01,2N.02,2N.03,2N.04,2N.05,2N.06,2N.07,2N.08,2N.09,2N.10,2N.11,2N.12,2N.13,2N.14,2T.01,2T.02,2T.03,2T.04,2T.05,2T.06,2T.07,2T.08,2T.09,2T.10,2T.11,2T.12,2T.13,2T.14,2T.15,2T.16,2T.17,2T.18,2T.19,2T.20,2T.21,2T.22,2T.23,2T.24,2T.25,2T.26,2T.27,2T.28,2T.30,2T.31,2T.32,2T.33,2T.34,2T.35,2T.36,2T.37,2T.38,2T.39,2T.41,2T.42,2T.44,3G.01,3G.02,3G.03,3G.04,3G.05,3G.06,3G.07,3G.08,3G.09,3G.10,3G.11,3G.12,3G.13,3G.14,3G.15,3N.01,3N.02,3N.03,3N.04,3N.05,3N.06,3N.07,3N.08,3N.09,3N.10,3N.11,3N.12,3N.13,3N.14,3T.01,3T.02,3T.03,3T.04,3T.05,3T.06,3T.07,3T.08,3T.09,3T.10,3T.11,3T.12,3T.13,3T.14,3T.15,3T.16,3T.17,3T.18,3T.19,3T.20,3T.21,3T.22,3T.23,3T.24,3T.25,3T.26,3T.27,3T.28,3T.29,3T.30,3T.31,3T.32,3T.33,3T.34,3T.35,3T.36,3T.37,3T.38,3T.39,3T.40,3T.41,3T.42,3T.43,3T.44
OM27_clade,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,27.893,24.34,4.117,0,0,0,0,0,1.743,7.583,0,6.168,0,0,0,0,0,0,1.67,0,0,0,7.023,0,0,0,0,14.694,11.541,5.553,2.41,3.587,10.431,37.94,2.768,0,11.095,9.908,32.105,8.619,13.495,18.231,0.044,0.899,0,0,3.385,0,0,0,4.904,16.221,0,0,26.203,10.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.179,0,0,0,0,0,0,3.318,3.412,0,27.032,0,0,0,0,0,0,0,0,0,0,0,0,12.84,0,28.278,0,0,0,0,14.819,3.005,0,25.64,0,15.317,0,22.554,17.131,51.44,0,0,0,0,0,0.66,24.177,0,0,0,0,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.576,0,82.604,58.164,0,0,0,0,0,0,0,0,0,4.025,0,0,0,0,0,0,0,0,0,0,0,0,1.832,0,0,0,0,0,0,42.065,0.286,10.092,0,0,58.472,25.756,22.485,6.124,14.12,10.338,0.895,9.201,2.28,0,0,67.73,21.963,21.156,0,0,0,0,37.794,23.808
Opitutus,0,17.118,13.753,115.86,0,116.181,90.038,12.074,111.856,45.498,19.186,13.675,26.752,0,76.138,51.447,115.82,206.893,237.34,96.117,377.343,53.551,21.944,94.242,121.733,58.743,53.583,56.249,246.168,465.247,93.477,34.178,44.989,123.246,194.218,16.67,27.996,33.163,58.8,135.023,45.143,503.741,108.236,0,337.694,59.541,51.553,109.41,115.587,61.431,55.94,46.768,518.165,342.095,193.908,105.105,173.619,191.495,158.231,57.044,0.899,72.168,78.476,62.385,97.171,91.748,150.124,44.904,175.221,61.943,20.983,189.203,161.436,18.393,2.848,18.513,27.692,0,62.661,0,8.929,16.2,9.428,0,109.123,60.504,99.808,24.001,29.061,28.788,129.179,19.445,11.796,5.72,17.254,83.784,91.028,60.318,81.412,968.899,81.032,63.088,20.181,104.329,13.608,0,43.748,2.241,16.298,23.734,71.4,0,0,184.84,85.696,84.278,17.246,0,0,0,79.819,2.005,0,82.64,96.227,199.317,10.655,62.554,216.131,50.44,9.808,73.92,48.333,37.589,0,79.66,61.177,10.985,228.216,19.843,11.629,147.88,11.504,28.959,126.932,130.31,20.36,70.785,73.055,4.069,13.713,5.586,0,52.753,20.698,0,14.548,188.576,236.963,91.604,129.164,284.188,132.694,98.669,154.923,58.546,27.516,145.866,149.925,123.229,108.025,1.449,181.898,8.065,56.556,141.448,0,152.777,0.219,92.621,82.496,227.148,0.739,109.832,7.35,141.476,69.848,117.265,0,185.676,498.065,137.286,160.092,250.451,199.253,217.472,70.756,225.485,113.124,261.12,105.338,310.895,258.201,202.28,201.302,48.491,477.73,146.963,172.156,94.561,164.04,96.428,30.271,491.794,197.808
Paenibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paludibacter,0,0,0,9.86,0,4.181,2.038,7.074,31.856,0.498,42.186,8.675,31.752,0,0,9.447,21.82,4.893,29.34,4.117,38.343,19.551,0,0,0,9.743,0,0,0,383.247,1.477,41.178,22.989,95.246,35.218,12.67,0,27.163,0,263.023,57.143,15.741,7.236,0,0,23.541,122.553,603.41,32.587,209.431,0,0,317.165,0,184.908,0,14.619,0,0,46.044,0,13.168,0,273.385,0,0,0,0,0,32.943,0,0,0,0,1.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.748,0,6.298,0,0,0,0,0,0,0,0,0,0,0,3.819,0,0,0,0,0,0,0,0,0,0,0,0,0.589,0,0,0,0.985,12.216,0,0,0,0,16.959,0,1.31,0,0,0,0,0,0,0,0,48.698,0,0,0.576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.448,0,0,5.219,22.621,0,231.148,0,0,0,0,0,188.265,0,22.676,0,42.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.271,0,0
Paludibaculum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,9.117,0,8.551,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0,0,0,0,0,0,0,2.541,7.553,0,0,3.431,0,0,0,0,0.908,6.105,0,11.495,0,0,0,0,0,0,0,0,0.124,9.904,0,0,0.983,10.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44,0,0,0,0,0,0,0,0,0,0,0,33.88,0,0,0.932,0,0,26.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.756,0,0,7.12,0,12.895,0,0,0,0,0,0,0,0,0,0,0,0,5.808
Parabacteroides,0,0,0,0.86,0,1.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parafilimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parasediminibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.278,0,0,0,0,0,0,0,0,0,0,0,0,0,21.44,0,0,0,0,0,2.66,76.177,19.985,0,0,2.629,0,0,4.959,0,7.31,0,0,0,0,0,2.586,0,0,0,0,0,0,11.963,0,0,31.188,0,0,0,0,0,0,0,0,0,2.449,0,99.065,0,0.448,49.146,0,6.219,0,0,7.148,0,7.832,15.35,9.476,0,0,0.037,1.676,0,0,0,0,0,0,17.756,0,5.124,21.12,0,0,20.201,13.28,0,3.491,0,17.963,38.156,0,0,3.428,0,0,0
Parasegetibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedobacter,6.024,5.118,0,15.86,6.082,50.181,21.038,93.074,39.856,38.498,127.186,83.675,244.752,38.919,218.138,380.447,729.82,14.893,102.34,450.117,628.343,126.551,69.944,167.242,575.733,96.743,85.583,127.249,129.168,777.247,171.477,21.178,54.989,81.246,17.218,6.67,19.996,27.163,17.8,22.023,16.143,259.741,61.236,0,31.694,232.541,56.553,99.41,64.587,34.431,83.94,11.768,371.165,43.095,80.908,64.105,27.619,91.495,19.231,90.044,0,41.168,43.476,72.385,69.171,65.748,164.124,63.904,201.221,88.943,43.983,75.203,17.436,1.393,0,0,0,0,0,0,0,2.2,0,0,13.123,0,0,0,0,0,0,0,0.796,0,7.254,0,35.028,0,0,0,0,0,0,0,0,0,0,0,3.298,85.734,0,0,0,2.84,0,7.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.333,0,0,22.66,0,0,58.216,0,43.629,2.88,0,0,0,29.31,0,37.785,10.055,0,0,3.586,24.767,0,0.698,0,2.548,16.576,17.963,10.604,55.164,15.188,9.694,15.669,44.923,12.546,11.516,75.866,54.925,36.229,32.025,45.449,38.898,21.065,25.556,13.448,0,1.777,1.219,13.621,25.496,53.148,0,31.832,0,57.476,104.848,0,0,7.676,5.065,103.286,0,20.451,2.253,0,69.756,17.485,14.124,49.12,18.338,146.895,113.201,68.28,17.302,69.491,151.73,126.963,66.156,100.561,239.04,69.428,13.271,8.794,74.808
Pedomicrobium,0,0,1.753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.694,0,0,0,0,0,0,0,0,0,0,0.105,0,18.495,0,0,0,0,0.476,0,2.171,1.748,23.124,0,0,0,12.983,27.203,11.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.788,19.179,0,0,0,0,0,0,0,3.412,0,7.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.278,9.246,0,0,0,0,0,0,0,0,23.317,0,10.554,15.131,17.44,0,0,0,0,0,0,4.177,0,0,0,0,6.88,0,0,9.932,0,0,0,0,0,0,0,0,0,0,0,12.548,0,0,48.604,26.164,0,0,0,0,0,0,1.866,0.925,15.229,45.025,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,0,0,0,0,0,0,0,10.253,7.472,3.756,58.485,51.124,44.12,40.338,0,14.201,0,14.302,5.491,0,48.963,58.156,0,0,1.428,0,11.794,23.808
Pelosinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peredibacter,0,79.118,1.753,231.86,0,134.181,146.038,4.074,139.856,83.498,41.186,41.675,100.752,6.919,113.138,69.447,101.82,171.893,602.34,56.117,765.343,91.551,57.944,69.242,57.733,157.743,56.583,98.249,274.168,2233.247,254.477,81.178,133.989,537.246,610.218,33.67,51.996,136.163,179.8,222.023,62.143,1221.741,196.236,0,1190.694,42.541,152.553,174.41,433.587,48.431,109.94,182.768,1375.165,742.095,259.908,112.105,286.619,194.495,258.231,101.044,0.899,43.168,70.476,49.385,76.171,87.748,183.124,8.904,75.221,106.943,18.983,93.203,118.436,122.393,31.848,22.513,57.692,0,98.661,0,50.929,30.2,1231.428,0,229.123,34.504,265.808,23.001,137.061,11.788,337.179,36.445,31.796,10.72,65.254,126.784,160.028,176.318,345.412,3675.899,435.032,12.088,9.181,11.329,67.608,0,43.748,0,73.298,58.734,70.4,0,0,201.84,128.696,53.278,2.246,0,0,0,121.819,0,0,379.64,230.227,396.317,21.655,99.554,864.131,210.44,4.808,161.92,172.333,66.589,41.777,334.66,260.177,25.985,542.216,85.843,23.629,55.88,11.504,70.959,78.932,127.31,24.36,19.785,69.055,15.069,22.713,12.586,47.767,21.753,51.698,0,28.548,131.576,324.963,130.604,238.164,306.188,295.694,190.669,211.923,75.546,17.516,219.866,271.925,212.229,159.025,0,185.898,0.065,88.556,175.448,0,131.777,6.219,191.621,127.496,245.148,0,198.832,18.35,135.476,50.848,122.265,0,226.676,703.065,153.286,182.092,340.451,288.253,342.472,47.756,185.485,372.124,221.12,266.338,131.895,188.201,132.28,116.302,28.491,216.73,97.963,115.156,6.561,103.04,65.428,22.271,374.794,69.808
Perlucidibaca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.513,0,0,0,0,0,0,0,0,0,0,0,0,0,3.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Petrimonas,0,0,0,0,0,0,0,0,0,0,0,0,2.752,0,0,19.447,21.82,0,0,10.117,0,0,0,0.242,109.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phacotus_lenticularis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.445,40.796,0,228.254,1889.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.963,0,0,96.188,0,0,199.923,176.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phaeodactylibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.808
Phascolarctobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phaselicystis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541,0,0,0,0,0,0,0,6.095,0,4.105,5.619,0,0,0,0,0.168,0,0,0,0,0,0,4.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84,0,0,0,0,0,0,0.819,0,0,0,0,0,0,0,6.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.785,0,0,0,0,0,0,0,0,0,0,0,0,4.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.848,17.265,0,5.676,177.065,0,0,0,0,85.472,0,0,0,0,0,0,0,1.28,0,0,11.73,0,0,0,0,0,0,0,0
Phenylobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.138,0,6.82,0,0,10.117,0,0,0,0,0,0,0,3.249,0,0,0,0,0,0,0,0,0,0,0,2.023,0,0,11.236,0,0,0,0,0,0,0,0,0,0,0,0,7.105,0,0,0,0,0,7.168,8.476,0,0,2.748,14.124,5.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.12,0,0.895,0,0,0,0,0,0,0,0,0,0,0,0,0
Phormidium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784.472,0.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phycisphaera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pir4_lineage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pirellula,2.024,2.118,1.753,7.86,1.082,20.181,8.038,100.074,38.856,0,0,16.675,4.752,0,6.138,7.447,18.82,10.893,16.34,0.117,138.343,124.551,2.944,3.242,0,2.743,15.583,6.249,6.168,809.247,23.477,16.178,74.989,45.246,0,7.67,1.996,0,6.8,38.023,18.143,299.741,197.236,0,0,21.541,21.553,59.41,1.587,13.431,30.94,0,57.165,10.095,33.908,20.105,16.619,31.495,0,19.044,0,19.168,12.476,7.385,4.171,6.748,16.124,23.904,0,34.943,19.983,5.203,18.436,0,0,0,0,0,0,2.164,0,1.2,0,0,0.123,0,0,31.001,0,0,0,0,0,0,0,0,4.028,10.318,4.412,0,5.032,0,0,0,0,0,0,0,500.298,0,0,0,0,21.84,4.696,6.278,0.246,0,0,33.952,8.819,103.005,0,0,0,12.317,0,0,0,25.44,0,0,45.333,0,8.777,39.66,0,2.985,58.216,4.843,0,39.88,0.504,0,13.932,0,0,84.785,9.055,0,0,2.586,0,0,0,0,0,34.576,0.963,0,18.164,3.188,10.694,23.669,8.923,0,0,32.866,0,2.229,14.025,0,20.898,0,0,0,0,24.777,377.219,0,4.496,24.148,0,1.832,41.35,8.476,0,29.265,0,0,0,4.286,0,0,0,0,23.756,15.485,0,12.12,7.338,30.895,10.201,0,0,34.491,0,2.963,26.156,0,0,6.428,0,0,16.808
